"","NO.","url","Coding.combination","Date"
"663",676,"http://www.financialexpress.com/news/states-flout-power-plant-emission-norms/546713/0","IP, IA2, ID2, IT9",2009-11-01
"664",678,"http://epaper.livemint.com/ArticleText.aspx?article=27_11_2009_017_003&kword=&mode=1","GP, A6, D2, T1",2009-11-01
"665",679,"http://www.hindustantimes.com/rssfeed/newdelhi/Small-steps-big-result/Article1-480585.aspx","BZ, IA2, ID8, IT4",2009-11-01
"666",680,"http://www.hindustantimes.com/special-news-report/rssfeed/A-whiff-of-fresh-air/Article1-480530.aspx","S, IA2, D1, IT1",2009-11-01
"667",681,"http://www.hindustantimes.com/special-news-report/rssfeed/West-isn-t-doing-enough-neither-is-India/Article1-480538.aspx","GP, IA2, D5,  IT9 ",2009-11-01
"668",682,"http://www.hindustantimes.com/special-news-report/rssfeed/Brewtal-climate-Droughts-storms-cracking-Darjeeling-s-teacup/Article1-480534.aspx","IS, IA2, ID7, IT1",2009-11-01
"669",683,"http://www.livemint.com/2009/11/27230326/As-China-takes-the-lead-India.html","GP, IA2, ID2, IT8",2009-11-01
"670",684,"http://economictimes.indiatimes.com/Politics/Nation/India-volunteers-25-GHG-cut-by-30/articleshow/5277269.cms","GP, IA2, ID2 IT2, ",2009-11-01
"671",685,"http://economictimes.indiatimes.com/articleshow/5277272.cms?flstry=1","GP, IA5, IT8",2009-11-01
"672",687,"http://www.financialexpress.com/news/no-dilution-of-bali-mandate-on-climate-change-says-india/547105/0","G8, IA2, IT8",2009-11-01
"673",688,"http://www.financialexpress.com/news/Solar-plants-to-light-up-Haryana-during-power-cuts/547120/","IP, IA2, ID2, IT6",2009-11-01
"674",689,"http://www.thehindubusinessline.com/2009/11/28/stories/2009112851081500.htm","GP, IA2, ID2, IT8",2009-11-01
"675",690,"http://www.business-standard.com/india/news/surjit-s-bhalla-climate-change-promises-promises/377914/","GP, IA5, IT3, ",2009-11-01
"676",691,"http://www.business-standard.com/india/news/pressureindia-to-follow-chinaemissions/377916/","GP, IA2, ID2+ID5+D5, IT9",2009-11-01
"677",692,"http://www.indianexpress.com/news/pm-considering-invite-to-attend-climate-change-summit/546949/","GP, IA1, ID2, IT6",2009-11-01
"678",693,"http://www.hindustantimes.com/special-news-report/cinema-news/India-pushed-to-set-targets/Article1-480901.aspx","GP, IA2, ID2, IT2",2009-11-01
"679",694,"http://www.hindustantimes.com/special-news-report/News-Feed/Climate-heats-up-C-wealth-meet/Article1-480909.aspx","GP, IA2, ID2, IT1",2009-11-01
"680",695,"http://www.hindustantimes.com/News-Feed/edits/PR-Republic-of-China/Article1-480809.aspx","GP, IA5, IT9",2009-11-01
"681",696,"http://timesofindia.indiatimes.com/india/India-offers-to-cut-carbon-intensity-by-20-25/articleshow/5276169.cms","GP, A2, ID2, IT8, ",2009-11-01
"682",697,"http://www.hindu.com/2009/11/28/stories/2009112858530100.htm","GP, A2, ID2, IT8",2009-11-01
"683",698,"http://www.hindu.com/2009/11/28/stories/2009112861241000.htm","GP, A2, D2, IT8",2009-11-01
"684",699,"http://www.thehindu.com/2009/11/28/stories/2009112855641200.htm","GP, IA2, D3 IT2 ",2009-11-01
"685",700,"http://www.thehindu.com/2009/11/28/stories/2009112855801400.htm","GP, A6, D3+D4, T9",2009-11-01
"686",701,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=1&pagesize=&edid=&edlabel=CAP&mydateHid=29-11-2009&pubname=&edname=&publabel=TOI","GP, IA2, IT8",2009-11-01
"687",702,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=13&pagesize=&edid=&edlabel=CAP&mydateHid=29-11-2009&pubname=&edname=&publabel=TOI","GP, A2, ID2, IT3",2009-11-01
"688",705,"http://www.hindustantimes.com/Emerging-powers-of-the-world-join-hands/H1-Article3-481200.aspx","GP, IA2, ID2+D2, IT3",2009-11-01
"689",706,"http://www.hindustantimes.com/special-news-report/News-Feed/PM-favours-fair-burden-sharing/Article1-481198.aspx","GP, IA2, ID2, IT2",2009-11-01
"690",707,"http://www.hindu.com/2009/11/29/stories/2009112958120100.htm","GP, IA2, ID2, IT2",2009-11-01
"691",708,"http://www.hindu.com/2009/11/29/stories/2009112960280800.htm","GP, IA1, ID2, IT9",2009-11-01
"692",709,"http://economictimes.indiatimes.com/articleshow/5280561.cms?flstry=1","GP, IA2, ID2, IT9",2009-11-01
"693",710,"http://www.financialexpress.com/news/indias-stand-on-climate-change-gets-sarkozy-stamp/547471/","GP, A1, D2+ ID2, IT8 ",2009-11-01
"694",711,"http://www.business-standard.com/india/storypage.php?autono=377993","GP, IA2, D2, IT8",2009-11-01
"695",712,"http://www.business-standard.com/india/news/pm-discusses-climate-changesarkozy-brown/377988/","GP, IA1, ID2+D2, IT6",2009-11-01
"696",713,"http://www.business-standard.com/india/news/a-healthy-beginning/377948/","S, IA2, ID3+ID5, IT1",2009-11-01
"697",714,"http://www.business-standard.com/india/news/what-i-have-been-advocating-is-flexibility/377953/","IP, IA2, ID2, IT2",2009-11-01
"698",715,"http://www.business-standard.com/india/news/us-china-emission-cut-promises-aresmokescreen-cse/377982/","GP, IA2, ID5, IT3",2009-11-01
"699",716,"http://www.business-standard.com/india/news/ramesh%5Cs-remarkscuts-cause-confusion/377983/","IP, IA2, ID2, IT9",2009-11-01
"700",717,"http://www.indianexpress.com/news/will-sign-on-emission-cuts-if-burdensharing-fair-pm/547580/","GP, A2, ID2, IT9",2009-11-01
"701",718,"http://www.indianexpress.com/news/india-wont-be-dealbreaker-at-copenhagen-sarkozy/547359/0","GP, A1, D2, T2",2009-11-01
"702",719,"https://timesofindia.indiatimes.com/india/No-compromise-on-carbon-emission-cut-stand-India/articleshow/5284440.cms","GP, IA2, ID2, IT9 ",2009-12-01
"703",720,"http://timesofindia.indiatimes.com/india/Indias-forest-cover-rises-to-over-21/articleshow/5286317.cms","IP, IA2, ID2, IT4",2009-12-01
"704",721,"http://timesofindia.indiatimes.com/india/PM-may-attend-Copenhagen-climate-meet/articleshow/5285880.cms","GP, IA2, IT8 ",2009-12-01
"705",722,"http://timesofindia.indiatimes.com/edit-page/Climate-Calculus/articleshow/5285146.cms?","GP, IA2, IT9",2009-12-01
"706",723,"http://economictimes.indiatimes.com/copenhagen-accountability-is-vital/articleshow/5286338.cms?from=mdr","GP, IA5, IT2 ",2009-12-01
"707",724,"http://www.dnaindia.com/world/report-danish-draft-urges-50-global-emission-cut-by-2050-1318453","GP, A1, D2+ID2, T8",2009-12-01
"708",725,"http://www.business-standard.com/article/economy-policy/developing-nations-should-not-expect-technology-finance-assistance-saran-109120100029_1.html","GP, IA2, ID2, IT9",2009-12-01
"709",726,"http://www.business-standard.com/article/economy-policy/india-steadily-adding-to-forest-cover-govt-report-109120100033_1.html","IP, IA2, ID2, IT6",2009-12-01
"710",727,"http://www.financialexpress.com/archive/money-needed-to-close-un-climate-deal/548125/","GP, A1,  D4+D5, T6",2009-12-01
"711",728,"http://www.financialexpress.com/news/ahead-of-climate-meet-india-gives-a-greener-picture-of-its-forests/548067/0","IP, IA2, ID2, IT4",2009-12-01
"712",729,"http://www.financialexpress.com/news/PM-weighs-option-to-attend-summit/548068/","GP, IA1, ID2, IT2",2009-12-01
"713",730,"http://www.livemint.com/2009/11/30211644/The-return-of-Malthusian-logic.html?h=B","GP, IA5, IT1",2009-12-01
"714",731,"http://www.livemint.com/2009/11/30230537/India8217s-forest-cover-ros.html","IP, IA2, ID2, IT6",2009-12-01
"715",732,"http://www.indianexpress.com/news/the-first-cuts/548219/0","IP, IA5, IT2",2009-12-01
"716",733,"http://www.indianexpress.com/news/Forest-cover-has-increased-since-1997--says-report/548330","IP, IA2, ID2, IT6",2009-12-01
"717",734,"http://www.hindu.com/2009/12/01/stories/2009120159920500.htm","GP, IA2, ID2, IT9",2009-12-01
"718",735,"http://www.hindustantimes.com/special-news-report/rssfeed/Swallowed-by-the-rising-sea/Article1-481745.aspx","IS, IA2, ID7+ ID5, IT1",2009-12-01
"719",736,"http://www.financialexpress.com/news/no-compromise-on-carbon-emission-cut/548069/","GP, IA1, IT9",2009-12-01
"720",737,"http://www.indianexpress.com/news/without-taking-emission-cuts-we-are-looking-at-targets-we-can-make-public/548751/0","GP, IA2, ID2, IT2",2009-12-01
"721",738,"http://www.indianexpress.com/news/it-may-not-be-possible-for-us-to-open-national-plan-for-international-scrutiny/548752/0","GP, IA2, D5, IT3",2009-12-01
"722",739,"http://www.thehindu.com/2009/12/02/stories/2009120255431400.htm","GP, A2, D2+D5+D3, IT9",2009-12-01
"723",740,"http://www.financialexpress.com/news/Climate-action-plan-hinges-on-emission-target/548670/","GP, IA2, D5, IT2 ",2009-12-01
"724",741,"http://www.financialexpress.com/news/climate-change-panel-hits-fundraising-hurdle/548666/0","IP, IA2, ID2+ID6, IT1",2009-12-01
"725",742,"http://economictimes.indiatimes.com/Politics/Nation/Pachauri-urges-PM-to-attend-summit/articleshow/5290122.cms","GP, IA2, D5, IT2",2009-12-01
"726",743,"http://economictimes.indiatimes.com/Obama-gives-PM-a-peek-into-Af-Pak-policy/articleshow/5290117.cms","GP, IA2, ID2, IT8",2009-12-01
"727",744,"http://www.thehindubusinessline.com/2009/12/02/stories/2009120253300100.htm","IP, IA2, ID6, IT6",2009-12-01
"728",745,"http://www.thegreeno.com/news/environment-news/west-antarctic-melt-to-have-big-impact-on-rising-sea.html","S, A1, D1, T7",2009-12-01
"729",746,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=1&pagesize=&edid=&edlabel=CAP&mydateHid=02-12-2009&pubname=&edname=&publabel=TOI","S, A2, D1, IT7",2009-12-01
"730",747,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=13&pagesize=&edid=&edlabel=CAP&mydateHid=02-12-2009&pubname=&edname=&publabel=TOI","GP, IA2, ID2, IT2",2009-12-01
"731",748,"http://timesofindia.indiatimes.com/home/opinion/edit-page/Science-suggests-that-high-carbon-growth-kills-itself/articleshow/5288813.cms","S, IA2, D5 IT1",2009-12-01
"732",749,"http://www.livemint.com/2009/12/01210300/The-case-for-green-federalism.html","IP, IA5, IT1",2009-12-01
"733",750,"http://www.livemint.com/2009/12/02000147/PM8217s-Copenhagen-trip-dep.html?h=B","GP, IA2, ID2, IT8",2009-12-01
"734",751,"http://www.business-standard.com/india/news/%5Cindia-can-table-national-climate-plan-at-copenhagen%5C/378340/","GP, IA1, D5, IT2 ",2009-12-01
"735",752,"http://www.business-standard.com/india/news/pm-may-attend-climate-summit-in-copenhagen/378339/","GP, IA2, ID2, IT8",2009-12-01
"736",753,"http://www.hindustantimes.com/special-news-report/rssfeed/Pranab-likely-to-lead-India-delegation/Article1-482090.aspx","GP, IA2, ID2, IT6",2009-12-01
"737",754,"http://www.hindustantimes.com/special-news-report/editorial-views-on/Learn-from-the-past/Article1-482022.aspx","IP, IA5, IT1",2009-12-01
"738",756,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=13&pagesize=&edid=&edlabel=CAP&mydateHid=03-12-2009&pubname=&edname=&publabel=TOI","IP, IA2, ID2, IT4",2009-12-01
"739",758,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=17&pagesize=&edid=&edlabel=CAP&mydateHid=03-12-2009&pubname=&edname=&publabel=TOI","S, A1, D1+D5 , T7",2009-12-01
"740",759,"http://economictimes.indiatimes.com/environment/global-warming/crossing-the-threshold-just-4c-hotter-a-living-hell-called-earth/articleshow/5293759.cms","S, A1, D1+D5 , T7",2009-12-01
"741",760,"http://www.indianexpress.com/news/all-set-for-copenhagen/549350/0","GP, A5, IT1",2009-12-01
"742",761,"http://www.indianexpress.com/news/like-china-india-may-set-its-carbon-intensity-cuts/549324/0","GP, IA2, ID2, IT6",2009-12-01
"743",762,"http://www.expressindia.com/latest-news/Delegates-at-Copenhagen-meet-to-emit-40-500-tonnes-of-CO2/548977/","GP, IA1, D4, IT6 ",2009-12-01
"744",763,"http://www.financialexpress.com/news/Forestry-carbon-market-on-cards/549147/","GP, IA2, IT4 ",2009-12-01
"745",764,"http://www.financialexpress.com/news/india-likely-to-pledge-24-co2-emission/549224/","GP, IA2, IT8",2009-12-01
"746",765,"http://www.hindustantimes.com/special-news-report/News-Feed/India-follows-China-to-set-clean-air-goals/Article1-482468.aspx","GP, IA2, ID2, IT8 ",2009-12-01
"747",766,"http://www.hindustantimes.com/rssfeed/newdelhi/There-should-be-domestic-targets/Article1-482428.aspx","BZ, IA2, ID8, IT6",2009-12-01
"748",767,"http://www.hindustantimes.com/samar/Change-our-climate/482468/H1-Article1-482340.aspx","GP, IA4, ID2, IT9 ",2009-12-01
"749",768,"http://www.hindustantimes.com/News-Feed/india/Ice-gives-way-to-greener-pastures-but-not-for-long/Article1-482389.aspx","IS, IA2, ID2+ID7, IT1",2009-12-01
"750",769,"http://www.hindu.com/seta/2009/12/03/stories/2009120350011300.htm","GP, A6, D6, T1",2009-12-01
"751",770,"http://www.livemint.com/2009/12/02235424/India-may-unveil-carbon-target.html","GP, IA2, ID2+ID5, IT8 ",2009-12-01
"752",771,"http://www.livemint.com/Articles/PrintArticle.aspx?artid=ABFC77D0-DF4F-11DE-B137-000B5DABF613","GP, IA2, ID5+ID2, IT8",2009-12-01
"753",772,"http://www.livemint.com/Articles/PrintArticle.aspx?artid=690F2670-DF59-11DE-B137-000B5DABF613","GP, A5, IT7",2009-12-01
"754",773,"http://www.livemint.com/2009/12/02213834/UK-climate-scientist-steps-dow.html","GP, A6, D1+D8 T2",2009-12-01
"755",774,"http://www.livemint.com/2009/12/02205921/New-strategy-at-Copenhagen.html?h=B","GP, IA5, IT9",2009-12-01
"756",775,"http://economictimes.indiatimes.com/Politics/Nation/Carbon-reduction-targets-today/articleshow/5294131.cms","IP, IA2, IT8",2009-12-01
"757",776,"http://www.hindustantimes.com/special-news-report/lifestyle-news/India-joins-green-group-of-nations-sets-clean-air-target/Article1-482638.aspx","IP, IA2, ID2+ID5, IT6",2009-12-01
"758",777,"http://timesofindia.indiatimes.com/india/India-vows-20-25-carbon-intensity-cuts/articleshow/5298030.cms","IP, IA2, IT1",2009-12-01
"759",778,"http://www.indianexpress.com/news/india-2020-2025-cuts-in-carbon-intensity/549811/0","GP, IA2, IT2",2009-12-01
"760",779,"http://www.hindu.com/2009/12/04/stories/2009120450030100.htm","IP, IA2, ID2, IT2",2009-12-01
"761",780,"http://economictimes.indiatimes.com/news/politics/nation/India-offers-to-cut-carbon-emissions-25-pc-by-2020/articleshow/5298412.cms","IP, IA2, ID2, IT2",2009-12-01
"762",781,"http://www.financialexpress.com/news/india-pledges-25-emission-cut-by-2020/549672/0","I P, IA2, ID2+ID3+ID6, IT2",2009-12-01
"763",782,"http://www.thehindubusinessline.com/2009/12/04/stories/2009120453410100.htm","GP, IA2, ID2, IT2",2009-12-01
"764",783,"http://www.business-standard.com/india/news/%5Cindia-can-cut-emission-intensity-by-20-25%5C/378551/","IP, IA2, ID2+ID6, IT2",2009-12-01
"765",784,"http://www.livemint.com/2009/12/04004356/UPA-bites-the-bullet-on-climat.html","IP, IA2, ID2+ID5, IT8",2009-12-01
"766",785,"http://www.hindustantimes.com/Govt-eyes-greenbacks-from-greenbelt/H1-Article1-482720.aspx","IP, IA2, ID2, IT4",2009-12-01
"767",786,"http://www.hindustantimes.com/newdelhi/Climate-worries-India-more-than-US-or-China/482638/H1-Article1-482723.aspx","BZ, IA2, ID2, IT6",2009-12-01
"768",787,"http://www.hindustantimes.com/rkpachauri/Cold-necessary-cuts/482638/H1-Article1-482661.aspx","BZ, A5, IT1",2009-12-01
"769",788,"http://www.hindustantimes.com/In-the-woods/H1-Article3-482695.aspx","GP, IA2, D3+ ID3+ ID8+ IT1",2009-12-01
"770",789,"http://timesofindia.indiatimes.com/india/Danish-draft-seeks-emission-cuts-from-India-/articleshow/5298120.cms","GP, IA2, IT3",2009-12-01
"771",790,"http://timesofindia.indiatimes.com/india/Carbon-reduction-may-hamper-growth-Experts/articleshow/5298112.cms","IP, IA2, IT1, ",2009-12-01
"772",791,"http://timesofindia.indiatimes.com/home/opinion/edit-page/Burning-Issue/articleshow/5296919.cms","IP, IA5, IT4",2009-12-01
"773",792,"http://timesofindia.indiatimes.com/world/south-asia/For-climate-buzz-Nepal-cabinet-heads-for-Everest/articleshow/5297876.cms","GP, A2, IT6",2009-12-01
"774",793,"http://www.indianexpress.com/news/young-mps-heat-up-climate-debate/549784/0","IP, IA2, ID2, IT9",2009-12-01
"775",794,"http://www.indianexpress.com/news/a-time-for-numbers/549824/0","GP, IA5, ID2, IT9",2009-12-01
"776",795,"http://beta.thehindu.com/opinion/op-ed/article59751.ece","GP, A6, D1, T9 ",2009-12-01
"777",796,"http://www.hindu.com/2009/12/04/stories/2009120454691000.htm","GP, A2, D2, IT2",2009-12-01
"778",797,"http://www.hindu.com/2009/12/04/stories/2009120459341000.htm","IP, IA2, ID2, IT2",2009-12-01
"779",798,"http://economictimes.indiatimes.com/articleshow/5298331.cms","GP, IA4, IT2",2009-12-01
"780",799,"http://www.financialexpress.com/news/fe-edirorial-finally-intensity-on-climate/549586/0","IP, IA5, IT4",2009-12-01
"781",800,"http://www.thehindubusinessline.com/2009/12/04/stories/2009120450840800.htm","GP, A5, IT4",2009-12-01
"782",801,"http://www.livemint.com/Articles/PrintArticle.aspx?artid=8ADBFBD8-E018-11DE-84E0-000B5DABF613","GP, IA2, ",2009-12-01
"783",802,"http://www.livemint.com/2009/12/03230345/Our-interest-lies-in-aligning.html","GP, IA5, IT2",2009-12-01
"784",803,"http://www.livemint.com/2009/12/03230416/The-four-pillars-of-India821.html","GP, IA2, IT2",2009-12-01
"785",804,"http://www.livemint.com/2009/12/03230432/On-realizing-the-full-potentia.html","GP, IA5, IT1",2009-12-01
"786",805,"http://economictimes.indiatimes.com/articleshow/5303107.cms?flstry=1","GP, IA2, IT2",2009-12-01
"787",806,"http://economictimes.indiatimes.com/articleshow/5302444.cms?flstry=1","GP, IA5, IT2",2009-12-01
"788",807,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=2&pagesize=&edid=&edlabel=ETD&mydateHid=05-12-2009&pubname=&edname=&publabel=ET","IP, IA2, ID2, IT9",2009-12-01
"789",810,"http://www.livemint.com/2009/12/04212416/Big-costs-are-hurdle-to-climat.html?atype=tp","GP, A6, D2+D6+D3",2009-12-01
"790",811,"http://www.livemint.com/2009/12/04220346/Opposition-criticizes-govt-ove.html","IP, IA2, ID2+ID5, IT9",2009-12-01
"791",812,"http://www.livemint.com/2009/12/04175234/We8217re-all-in-the-same-bo.html","GP, A5, IT1",2009-12-01
"792",813,"http://www.hindustantimes.com/Nepali-cabinet-meets-at-Everest-base-camp/H1-Article3-482808.aspx","GP, A2, D2, IT6",2009-12-01
"793",814,"http://www.hindustantimes.com/special-news-report/rssfeed/Biggest-polluters-push-for-new-climate-order/Article1-483129.aspx","GP, IA2, ID2+ID5, IT3  ",2009-12-01
"794",815,"http://www.hindustantimes.com/special-news-report/rssfeed/Jaitley-slams-climate-line/Article1-483130.aspx","IP, IA2, ID2, IT9",2009-12-01
"795",816,"http://www.hindustantimes.com/Carbon-copies/H1-Article3-483058.aspx","GP, A5, IT5",2009-12-01
"796",817,"http://beta.thehindu.com/opinion/editorial/article60226.ece","GP, IA5, IT9",2009-12-01
"797",818,"http://beta.thehindu.com/news/national/article60237.ece","GP, IA2, D2, IT6",2009-12-01
"798",819,"http://www.thehindu.com/2009/12/05/stories/2009120561891400.htm","IP, IA2, ID5+ID3+ID6, IT1",2009-12-01
"799",820,"http://www.hindu.com/2009/12/05/stories/2009120556351200.htm","GP, A2, D2, IT1",2009-12-01
"800",821,"http://www.thehindu.com/2009/12/05/stories/2009120561921400.htm","IP, IA2, ID2, IT9",2009-12-01
"801",822,"http://www.hindu.com/2009/12/05/stories/2009120562111800.htm","BZ, IA2, ID8, IT10",2009-12-01
"802",823,"http://www.financialexpress.com/news/carbon-intensity-indias-new-gambit/550122/0","IP, IA2, ID2, IT2",2009-12-01
"803",824,"http://www.financialexpress.com/news/climate-change-budget-could-get-big-boost/550112/","IP, IA2, ID2, IT6",2009-12-01
