link_works,repeat,date,Month,Year,Publications,Source,author,City,headline,content,Link,url,theme,theme2,oldtheme,oldtheme2,oldtheme3,impact location if intl,source of the reports,Source of news-gathering,News Initiating body,,,Passive,Types of talking heads,,,TONE,"sub-national policies or impacts (state, city, ecosystem)",name,equity & justice/ burden sharing,problem or the ask,,,temp ambition,Mit or Adpt,default adaptation (communities adaptive approaches) or maladaptation (poor devp choiceS),NAPCC/SAPCC,CO-BENEFITS,IPCC AR5,"COP number (about or around specific cop),COP(in general)","NON-COP CONVENTIONS (G20, BASIC meet, Montreal protocol)",fulltext,RS/LS
,,2,Sept,2014,BS,IANS,,NEW YORK,"Cab sharing helps cut cost, curbs CO2 emission","Sharing a cab may help reduce total travel time by up to 40 percent, with corresponding reductions in operational costs and carbon dioxide emissions, says a new study. If passengers had been willing to tolerate no more than five minutes in delays per trip, almost 95 percent of the trips could have been shared in New York, the findings showed.",http://www.business-standard.com/article/news-ians/cab-sharing-helps-cut-cost-curbs-co2-emission-114090200526_1.html,http://www.business-standard.com/article/news-ians/cab-sharing-helps-cut-cost-curbs-co2-emission-114090200526_1.html,GPL,,GP,,,US,A1,B4,C6,,MIT,,D5,,,T6,,,,,,,,Mit,,,COB BAU,,,,,
,,16,Sept,2014,ET,Reporter,URmi Goswami,New Delhi,India wonêt give new deal in UN Climate Summit,"India is expected to stick to its tough stand on climate negotiation and make no new announcement at the UN Secretary General Ban Ki-moon's climate summit in New York this month, which UN officials said would be a major turning point in the global approach to the issue.",https://economictimes.indiatimes.com/news/politics-and-nation/india-wont-give-new-deal-in-un-climate-summit/articleshow/42573237.cms,https://economictimes.indiatimes.com/news/politics-and-nation/india-wont-give-new-deal-in-un-climate-summit/articleshow/42573237.cms,MPT,,GP,IP,,IND,IA2,B3,C2,IC1,"Modi govt,UN Secretary General Ban Ki-moon's climate summit in New York",,D4,ID2,,T6,,,BP,Polarised,,,,,,,,,,UN Secretary General Ban Ki-moon's climate summit in New York,,
,,16,Sept,2014,BS,ANI,,London,Global warming may unleash series of decades-long 'megadroughts',"A new study has revealed that due to global warming, this century may suffer from a series of decades-long ""megadroughts"". Megadroughts, which are likelier to be hotter and more long-lasting than in the past, would be considerably more frequent as global warming increases temperatures and reduces rainfall in regions already susceptible, the Independent reported.",http://www.business-standard.com/article/news-ani/global-warming-may-unleash-series-of-decades-long-megadroughts-114091600302_1.html,http://www.business-standard.com/article/news-ani/global-warming-may-unleash-series-of-decades-long-megadroughts-114091600302_1.html,GS,,S,,,GLO,IA1,B4,C6,,American Meterological Society's Journal of Climate,,D5,,,T1,,,,,,,,,,,,,,,,
,,16,Sept,2014,TOI,No byline,,Kolkata,PM urged go green without hurting Indian economy,"PM urged go green without hurting Indian economy
 The Times of India
 Dr William Antholis of the Brookings Institution, a Washington DC-based think tank, feels India can take a leaf out of the American effort, even as next week's UN Climate Summit will surely seek solid assurances from both.",https://timesofindia.indiatimes.com/city/kolkata/PM-urged-go-green-without-hurting-Indian-economy/articleshow/42558258.cms,https://timesofindia.indiatimes.com/city/kolkata/PM-urged-go-green-without-hurting-Indian-economy/articleshow/42558258.cms,IPT,,IP,,,ACDC,IA2,B3,C6,,"UN Secretary General Ban Ki-moon's climate summit in New York, Brookings Institution",,D5,,,T6,,,BP,DCDI,USCHIN,,,MIT,,,,,,UN Secretary General Ban Ki-moon's climate summit in New York,,
,extra,16,Sept,2014,DC,Reporter,AMIT S. UPADHYE,New Delhi,More floods may hit India: Experts,"The extreme weather conditions that caused irreversible damage in Uttarakhand and Jammu-Kashmir are going to happen more in the near future, warned climate change experts while deliberating on the new trend in India which has seen more than seven natural disasters in just ten years since Mumbai was flooded in 2005.",http://www.deccanchronicle.com/140916/nation-current-affairs/article/more-floods-may-hit-india-experts,http://www.deccanchronicle.com/140916/nation-current-affairs/article/more-floods-may-hit-india-experts,IS,,IS,,,IND,IA2,IB5,IC6,,EXPERTS',,ID5,,,IT1,,,,,,,,,,,,,,,,
,extra,16,Sept,2014,BS,AFP,,Sydney,Australian PM Abbott to skip UN climate summit,"Australian Prime Minister Tony Abbott, who recently abolished a carbon tax on greenhouse gas emissions, said today he would skip a United Nations climate change summit attended by 125 other world leaders. Abbott will be in New York soon after the September 23 talks but has decided to miss the one-day meeting to attend Parliament in Canberra.",http://www.business-standard.com/article/pti-stories/australian-pm-abbott-to-skip-un-climate-summit-114091600279_1.html,http://www.business-standard.com/article/pti-stories/australian-pm-abbott-to-skip-un-climate-summit-114091600279_1.html,GPT,,GP,,,AC,A1,B3,C2,C1,"Abbot PM Australia, Connie H EU, UN Secretary General Ban Ki-moon's climate summit in New York",,ID2,,,T8,,,,,,,,,,,,,,UN Secretary General Ban Ki-moon's climate summit in New York,,
,,30,Sept,2014,BS,Reporter,Shreya Jai,New Delhi,Modi visit to give Indian green energy $1-bn push,The clean energy sector in India will be one of the first sectors that would benefit during Prime Minister Narendra Modi's US trip. The sector awaits investments worth about $1 billion from US companies.,http://www.business-standard.com/article/economy-policy/modi-visit-to-give-indian-green-energy-1-bn-push-114093000051_1.html,http://www.business-standard.com/article/economy-policy/modi-visit-to-give-indian-green-energy-1-bn-push-114093000051_1.html,TRC,,GP,,,IND,IA2,IB3,IC1,,Modi US visit,,ID2,,,IT6,,,,,,,,Mit,,,,,,,,
,,30,Sept,2014,HDU,Reporter,Suhasini Haider,NEW YORK,Renewable energy pact with U.S. likely,"While India and the U.S. are at an impasse over the nuclear deal, they are expected to announce an agreement on reneweable energy when Prime Minister Modi and President Obama meet.",http://www.thehindu.com/news/national/renewable-energy-pact-with-us-likely/article6458718.ece,http://www.thehindu.com/news/national/renewable-energy-pact-with-us-likely/article6458718.ece,TRC,,GP,,,IND,IA2,IB3,IC1,C1,Modi Obama meet,,D2,,,IT6,,,,,,,,Mit,,,,,,,,
,,30,Sept,2014,HDU,Reuters,,,Solar energy could dominate electricity by 2050,"Solar energy could be the top source of electricity by 2050, aided by plummeting costs of the equipment to generate it, a report from the International Energy Agency (IEA), the Westês energy watchdog, said on Monday.",http://www.thehindu.com/opinion/op-ed/solar-energy-could-dominate-electricity-by-2050/article6458582.ece,http://www.thehindu.com/opinion/op-ed/solar-energy-could-dominate-electricity-by-2050/article6458582.ece,GPE,,GP,,,GLO,A1,B1,C2,,IEA,,,,,TT6,,,,,,,,mit,,,,,,,,
,extra,30,Sept,2014,TOI,No byline,,Jaipur,Arid regions bear the brunt of climate change: Report,"The arid regions of Rajasthan are the worst sufferer of climatic changes, according to Central Arid Zone Research Institute (CAZRI), Jodhpur. Eleven districts in this zone have seen a rise in surface heating, reduction in rainfall, change in crop pattern and low milk productivity of livestock. The inference emerged after CAZRI analyzed climatic data of this region from 1913 to 2013. The latest data received from remote sensing says that rainfall is likely to decline gradually by 20% to 30% in the arid region.",https://timesofindia.indiatimes.com/city/jaipur/Arid-regions-bear-the-brunt-of-climate-change-Report/articleshow/43848646.cms,https://timesofindia.indiatimes.com/city/jaipur/Arid-regions-bear-the-brunt-of-climate-change-Report/articleshow/43848646.cms,IS,,IS,,,IND,IA2,IB6,IC6,,Central Arid Zone Research Institute (CAZRI),,ID5,,,IT1,SB,Rajasthan,,,,,,,,,,,,,,
,,2,Oct,2014,ET,Reporter,URmi Goswami,new Delhi,India-US agree to fight climate change through better use of information,"India and the United States have agreed to work together on efforts to adapt to the impacts of climate change and improve climate resilience through better use of information and planning. Prime Minister Narendra Modi and President Barack Obama issued a joint statement in Washington, DC on Tuesday, laying out the broad contours of a new partnership between India and the United States for climate resilience.",https://economictimes.indiatimes.com/news/politics-and-nation/pm-modis-us-visit-india-us-agree-to-fight-climate-change-through-better-use-of-information/articleshow/44043959.cms?intenttarget=no,https://economictimes.indiatimes.com/news/politics-and-nation/pm-modis-us-visit-india-us-agree-to-fight-climate-change-through-better-use-of-information/articleshow/44043959.cms?intenttarget=no,MPT,,GP,IP,,IND,IA2,B3,C1,IC1,"MODI, OBAMA",,ID2,D2,,IT6,,,BP,DCDI,FIN,,,M&A,,,,,,,,
,,2,Oct,2014,ET,PTI,,Washington,"India, US can work together to build sustainable future: Energy Secretary Ernest Moniz","""Our partnership is robust, reliable, enduring and expanding. We can together build a clean sustainable future that President Obama and Prime Minister Modi are committed to,"" US Energy Secretary Ernest Moniz said in his address yesterday to the 5th US-India Energy Partnership Summit organised here by The Energy Research Institute (TERI) in association with Yale University.",https://economictimes.indiatimes.com/news/politics-and-nation/india-us-can-work-together-to-build-sustainable-future-energy-secretary-ernest-moniz/articleshow/44079627.cms?intenttarget=no,https://economictimes.indiatimes.com/news/politics-and-nation/india-us-can-work-together-to-build-sustainable-future-energy-secretary-ernest-moniz/articleshow/44079627.cms?intenttarget=no,MPL,,GP,IP,,US,IA1,IB1,C1,IC6,"US Energy Secretary Ernest Moniz, TERI",,D2,,,IT4,,,,,,,,MIT,,,,,,,,
,repeat,2,Oct,2014,BS,PTI,,Washington,"India, US can work together to build sustainable future'","The ""enhanced strategic partnership"" announced by President Barack Obama and Prime Minister Narendra Modi, is a major development in the collaboration between the two countries in energy and sustainable development, the US has said.",http://www.business-standard.com/article/pti-stories/india-us-can-work-together-to-build-sustainable-future-114100200168_1.html,http://www.business-standard.com/article/pti-stories/india-us-can-work-together-to-build-sustainable-future-114100200168_1.html,MPL,,GP,IP,,US,IA1,IB1,C1,IC6,"US Energy Secretary Ernest Moniz, TERI",,D2,ID5,D10,IT4,,,,,,,,MIT,,,,,,,,
,,2,Oct,2014,ET,IANS,,Washington,Revealed: How species react to climate change,Researchers at the University of Maryland Center for Environmental Science and the University of Vermont in the US have developed a new tool to overcome a major challenge of predicting how organisms may respond to climate change.,https://www.newsreporter.in/revealed-how-species-react-to-climate-change-543107,https://www.newsreporter.in/revealed-how-species-react-to-climate-change-543107,SS,GS,S,,,GLO,A11,B4,C6,,University of Maryland' Center for Environmental Science's Appalachian Laboratory.,,D5,,,T6,,,,,,,,Adpt,,,,,,,,
,Repeat,2,Oct,2014,BS,IANS,,Washington,Revealed: How species react to climate change,Researchers at the University of Maryland Center for Environmental Science and the University of Vermont in the US have developed a new tool to overcome a major challenge of predicting how organisms may respond to climate change.,https://www.newsreporter.in/revealed-how-species-react-to-climate-change-543107,https://www.newsreporter.in/revealed-how-species-react-to-climate-change-543107,SS,GS,S,,,GLO,A11,B4,C6,,University of Maryland' Center for Environmental Science's Appalachian Laboratory.,,D5,,,T6,,,,,,,,Adpt,,,,,,,,
,Extra,2,Oct,2014,BS,Reporter,Nitin Sethi,new Delhi,India gives in partially to US demand on climate change,The govt takes the final decision to partially accept US demands on the phase-out of global warming refrigerant gases in India,http://www.business-standard.com/article/economy-policy/india-gives-in-partially-to-us-demand-on-climate-change-114100200027_1.html,http://www.business-standard.com/article/economy-policy/india-gives-in-partially-to-us-demand-on-climate-change-114100200027_1.html,MPT,,GP,IP,,IND,IA2,B3,C1,IC1,Narendra Modi's and US President Barack Obama's joint statement,,D2,ID2,,IT6,,,BP,IVC,,,,Mit,,,,,COP,Montreal protocol,,
,Extra,2,Oct,2014,HT,Reporter,Vinod Kumar,Chandigargh,Subsidy on solar power heating systems goes,"Even as energy security and moving to renewable sources is the buzzword, the Chandigarh department of science and technology has discontinued subsidy on installation of solar water heating systems, following a decision to this effect from the ministry of new and renewable energy.",http://www.hindustantimes.com/chandigarh/subsidy-on-solar-power-heating-systems-goes/story-gzZ5xdAZXrUDjxQERWHBdP.html,http://www.hindustantimes.com/chandigarh/subsidy-on-solar-power-heating-systems-goes/story-gzZ5xdAZXrUDjxQERWHBdP.html,IPE,,IP,,,IND,IA2,IB1,IC1,,"Chandigarh Renewal Energy, Science and Technology Promotion Society",,ID2,,,IT6,,,,,,,,MIT,,,,,,,,
,,16,Oct,2014,BS,AFP,,Paris,Natural gas no miracle cure for climate change: study,"AFP, Paris: Fracking technology has driven a boom in natural gas that many hope will prompt a switch away from coal use and put the brakes on the rise in Earth-warming carbon dioxide (CO2) emissions. But a study today said market forces will undo many of the potential benefits from this burgeoning energy source.",http://www.business-standard.com/article/pti-stories/natural-gas-no-miracle-cure-for-climate-change-study-114101600062_1.html,http://www.business-standard.com/article/pti-stories/natural-gas-no-miracle-cure-for-climate-change-study-114101600062_1.html,GPL,,GP,,,GLO,A1,B4,C6,,Pacific Northwest National LaboratorY,,D5,,,T6,,,,,,,,Mit,,,,,,,,
,,16,Oct,2014,HT,NO byline,,new Delhi,5 Indian companies in global A list of green firms,"NEW DELHI: At the time when the government is exploring various options to move on to a low-carbon growth path, five Indian companies have made it to the global list of firms that have shown leadership in adopting measures to cut their climate-damaging emissions.",http://www.hindustantimes.com/business/wipro-tcs-among-5-indian-companies-in-global-green-list/story-Aj3mITBrdWXgHWA8HJ8uZL.html,http://www.hindustantimes.com/business/wipro-tcs-among-5-indian-companies-in-global-green-list/story-Aj3mITBrdWXgHWA8HJ8uZL.html,GBBZ,,BZ,,,IND,IA2,B1,C4,,CDP,,ID3,,,IT4,,,,,,,,Mit,,,,,,,,
,,16,Oct,2014,ET,Reporter,Vishwa Mohan,new Delhi,"Wipro, TCS among 5 Indian companies in global green lisT","NEW DELHI: At the time when the government is exploring various options to move on to a low-carbon growth path, five Indian companies have made it to the global list of firms that have shown leadership in adopting measures to cut their climate-damaging emissions.",https://economictimes.indiatimes.com/articleshow/44833845.cms,https://economictimes.indiatimes.com/articleshow/44833845.cms,GBBZ,,BZ,,,IND,IA2,B1,C4,,CDP,,D3,,,IT4,,,,,,,,,,,,,,,,
,Repeat,16,Oct,2014,TOI,Reporter,Vishwa Mohan,new Delhi,"Wipro, TCS among 5 Indian companies in global green lisT","NEW DELHI: At the time when the government is exploring various options to move on to a low-carbon growth path, five Indian companies have made it to the global list of firms that have shown leadership in adopting measures to cut their climate-damaging emissions.",https://timesofindia.indiatimes.com/home/environment/global-warming/5-Indian-companies-in-global-A-list-of-green-firms/articleshow/44831606.cms,https://timesofindia.indiatimes.com/home/environment/global-warming/5-Indian-companies-in-global-A-list-of-green-firms/articleshow/44831606.cms,GBBZ,,BZ,,,IND,IA2,B1,C4,,CDP,,D3,,,IT4,,,,,,,,,,,,,,,,
